Taxon,State,Age,Stage,Max_age,Min_age,Formation,Group,Comments
Dromaeosaurus,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Euoplocephalus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Gorgosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Gorgosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Gravitholus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Gryposaurus,Alberta,Cretaceous,,84.2,84,Oldman,Two Medicine,
Hadrosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Hesperonychus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Hypacrosaurus,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Hypacrosaurus,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Lambeosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Lambeosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Lambeosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Monoclonius,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Paronychodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Prenoceratops,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Spinops,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Struthiomimus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,80.1,76.2,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,83.8,73.7,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Claosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Pierre Shale,Pierre,
Leptoceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Pinyon Conglomerate,St Mary River,
 ,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Ankylosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Leptoceratops,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Leptoceratops,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Leptoceratops,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Pachycephalosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Thescelosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Torosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Triceratops,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Triceratops,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Tyrannosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Tyrannosaurus,Alberta,Cretaceous,,70.6,66.043,Scollard,St Mary River,
Anchiceratops,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Edmontonia,Alberta,Cretaceous,,70.6,66.043,St. Mary River,St Mary River,
Edmontosaurus,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Euoplocephalus,Montana,Cretaceous,Maastrichtian,70.6,66.043,St. Mary River,St Mary River,
Montanoceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,St. Mary River,St Mary River,
Montanoceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,St. Mary River,St Mary River,
Pachyrhinosaurus,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Pachyrhinosaurus,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Pachyrhinosaurus,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Pachyrhinosaurus,Alberta,Cretaceous,,73.1,72.9,St. Mary River,St Mary River,
Troodon,Alberta,Cretaceous,,84.9,66.043,St. Mary River,St Mary River,
Achelousaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Achelousaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Acristavus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Avisaurus,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Bambiraptor,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Bambiraptor,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Brachyceratops,Montana,Cretaceous,Campanian,72.7,72.5,Two Medicine,Two Medicine,
Brachyceratops,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Cerasinops,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Cerasinops,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Cerasinops,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Corythosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Corythosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Daspletosaurus,Montana,Cretaceous,Campanian,80,75.3,Two Medicine,Two Medicine,
Daspletosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Daspletosaurus,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Dyoplosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Edmontonia,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Einiosaurus,Montana,Cretaceous,Campanian,72.7,72.5,Two Medicine,Two Medicine,
Einiosaurus,Montana,Cretaceous,Campanian,73.9,72.5,Two Medicine,Two Medicine,
Einiosaurus,Montana,Cretaceous,Campanian,73.9,73.7,Two Medicine,Two Medicine,
Euoplocephalus,Montana,Cretaceous,Campanian,72.7,72.5,Two Medicine,Two Medicine,
Glishades,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Gryposaurus,Montana,Cretaceous,,85.8,70.6,Two Medicine,Two Medicine,
Gryposaurus,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,73.9,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,76,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,76,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Campanian,83.8,73.7,Two Medicine,Two Medicine,
Hypacrosaurus,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Hypacrosaurus,Alberta,Cretaceous,,83.8,73.7,Two Medicine,Two Medicine,
Leptorhynchos,Montana,Cretaceous,Campanian,73.9,73.7,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Maiasaura,Montana,Cretaceous,Santonian,85.8,84.9,Two Medicine,Two Medicine,
Oohkotokia,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,76,73.7,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,76,73.7,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,76,75.7,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Orodromeus,Montana,Cretaceous,Santonian,85.8,84.9,Two Medicine,Two Medicine,
Paronychodon,Montana,Cretaceous,Campanian,73.9,73.7,Two Medicine,Two Medicine,
Prenoceratops,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Prosaurolophus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Prosaurolophus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Prosaurolophus,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Rubeosaurus,Montana,Cretaceous,Campanian,73.9,72.5,Two Medicine,Two Medicine,
Rubeosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80,75.3,Two Medicine,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Scolosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Scolosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Stephanosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Trachodon,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,73.9,73.7,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,76,75.7,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,76,75.7,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Santonian,83.8,83.6,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Santonian,85.8,84.9,Two Medicine,Two Medicine,
Troodon,Montana,Cretaceous,Santonian,85.8,84.9,Two Medicine,Two Medicine,
Pachyrhinosaurus,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Pachyrhinosaurus,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Richardoestesia,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Saurornitholestes,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Troodon,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Troodon,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Troodon,Alberta,Cretaceous,,84.9,70.6,Wapiti,Wapiti,
Pentaceratops,Colorado,Cretaceous,,84.9,66.043,Williams Fork,Pierre,partial skull
Tyrannosaurus,Alberta,Cretaceous,,70.6,66.043,Willow Creek,St Mary River,
