collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
47189,PaleoDB,J. Head,Dromaeosauridae,,Saurornitholestes,,Saurornitholestes,1,specimens,55247,12614,12614,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,81.3,76.2,78.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47193,PaleoDB,J. Head,Hadrosauridae,,Parasaurolophus,,,1,specimens,12618,,12618,United States,New Mexico,San Juan,36.1039023,-108.884009,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,orig. assigned to Fruitland Fm.,,,,terrestrial indet.,,,,,,,,
47195,ETE,J. Head,,,Coelosaurus,,Ornithomimus,1,specimens,12620,,12620,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,"""... discovered... in a thin (<1cm) bed of medium-to-course grained sandstone near the base of a prominent mound.  The dorsal side of the ilia rested on a mudstone-sandstone contact...""","medium,coarse",,terrestrial indet.,"""... believed... [to have been] washed in with the deposition of high energy sand.""",,,,,,,
47195,ETE,J. Head,Tyrannosauridae,,Daspletosaurus,,,1,specimens,26639,,12620,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,"""... discovered... in a thin (<1cm) bed of medium-to-course grained sandstone near the base of a prominent mound.  The dorsal side of the ilia rested on a mudstone-sandstone contact...""","medium,coarse",,terrestrial indet.,"""... believed... [to have been] washed in with the deposition of high energy sand.""",,,,,,,
47201,ETE,J. Head,Hadrosauridae,,Parasaurolophus,,,1,individuals,12626,,14762,United States,New Mexico,San Juan,36.5,-108.083333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,78.4,78.2,78.3,,Kirtland,De-na-zin,"""approximately 9.3 m (30 feet) below the base of the lower conglomerate (contact between the upper De-na-zin Member and lower Naashoibito Member and 13.1m (41 feet) below the base of the upper conglomerate contact of the upper Naashoibito Member and the lower part of the Ojo Alamo Sandstone).""",,,,terrestrial indet.,,,,,,,,
47815,PaleoDB,J. Head,Saltasauridae,,Alamosaurus,,,1,specimens,12807,,12807,United States,New Mexico,San Juan,36.2711,-108.21706,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47818,PaleoDB,J. Head,Saltasauridae,,Alamosaurus,,,,,12807,,12807,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47819,PaleoDB,J. Head,Saltasauridae,,Alamosaurus,,,,,12807,,12807,United States,New Mexico,San Juan,36.343889,-108.101944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47820,PaleoDB,J. Head,Saltasauridae,,Alamosaurus,,,,,12807,,12807,United States,New Mexico,San Juan,36.343889,-108.101944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47821,PaleoDB,J. Head,Pachycephalosauridae,,Prenocephale,,,1,specimens,12808,,12808,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
47821,PaleoDB,J. Head,Hadrosauridae,cf.,Parasaurolophus,,,1,specimens,55658,,12808,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
48838,ETE,M. Carrano,Hadrosauridae,?,Saurolophus,,Saurolophinae,1,individuals,12319,18055,18055,United States,New Mexico,San Juan,36.1839,-107.8879,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,380 ft above base of formation,,,,terrestrial indet.,,,,,,,,
48839,ETE,M. Carrano,Hadrosauridae,,Parasaurolophus,,Parasaurolophus,1,specimens,55658,14580,38106,United States,New Mexico,San Juan,36.3713,-108.2613,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,could be from the Hunter Wash Member (conjectural),,,,terrestrial indet.,,,,,,,,
51534,ETE,M. Carrano,Hadrosauridae,n. gen.,Parasaurolophus,,,1,individuals,13707,,13707,United States,New Mexico,McKinley,35.952778,-108,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,originally identified as coming from the upper Fruitland Fm.,,,,terrestrial indet.,,,,,,,,
52875,ETE,M. Carrano,,,Deinodon,?,Deinodon,1,specimens,10608,18036,10608,United States,New Mexico,San Juan,36.408333,-108.353056,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Farmington,"lower part of formation, 100 ft from base of member",,,,terrestrial indet.,,,,,,,,
53514,ETE,M. Carrano,Pachycephalosauridae,cf.,Sphaerotholus,,,1,specimens,14450,,18013,United States,New Mexico,San Juan,36.4852814,-108.5686946,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Farmington,,,,,terrestrial indet.,,,,,,,,
53514,ETE,M. Carrano,,,Bistahieversor,,Daspletosaurus,1,specimens,32137,18013,18013,United States,New Mexico,San Juan,36.4852814,-108.5686946,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Farmington,,,,,terrestrial indet.,,,,,,,,
53515,ETE,M. Carrano,Pachycephalosauridae,n. gen.,Sphaerotholus,,,2,specimens,14450,,14450,United States,New Mexico,San Juan,36.269444,-108.166944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
53899,ETE,M. Carrano,Hadrosauridae,cf.,Parasaurolophus,,,1,specimens,12626,,12626,United States,New Mexico,San Juan,36.5,-108.083333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
53980,ETE,M. Carrano,Hadrosauridae,,Kritosaurus,,Kritosaurus,1,specimens,46756,14580,14580,United States,New Mexico,San Juan,36.1839,-107.8879,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,lower part of member,,,,terrestrial indet.,,,,,,,,
53982,ETE,M. Carrano,Ceratopsidae,,Pentaceratops,,Ceratopsidae,2,specimens,14580,38106,38106,United States,New Mexico,San Juan,36.2857,-108.227,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.8,71.6,71.7,,Kirtland,,,,,,terrestrial indet.,,,,,,,,
54104,ETE,M. Carrano,Ankylosauridae,n. gen.,Nodocephalosaurus,,,1,specimens,14623,,14623,United States,New Mexico,San Juan,36.3439,-108.2091,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,"concretionary,gray",,terrestrial indet.,,,,,,,,
55295,ETE,M. Carrano,Hadrosauridae,,Parasaurolophus,,,1,specimens,28704,,28704,United States,New Mexico,San Juan,36.3148,-108.485,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,78.4,78.2,78.3,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
62317,ETE,M. Carrano,Hadrosauridae,,Parasaurolophus,,,1,individuals,18015,,18015,United States,New Mexico,San Juan,36.142778,-108.109444,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
62481,ETE,M. Carrano,,?,Deinodon,,,,,18036,,18036,United States,New Mexico,San Juan,36.281111,-108.183611,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,lowermost part of formation,,,,terrestrial indet.,,,,,,,,
62485,ETE,M. Carrano,,?,Deinodon,,,1,specimens,18036,,18036,United States,New Mexico,San Juan,36.335833,-108.059722,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,"uppermost part of formation, 25 ft below upper conglomerate of Sinclair & Granger",,,,terrestrial indet.,,,,,,,,
62489,ETE,M. Carrano,Hadrosauridae,,Kritosaurus,,,1,individuals,18036,,18036,United States,New Mexico,San Juan,36.302778,-108.041111,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,"20 ft below lower conglomerate, uppermost part of formation",,,,terrestrial indet.,,,,,,,,
62530,ETE,M. Carrano,Ceratopsidae,,Monoclonius,,Ceratopsidae,1,specimens,15088,18036,18036,United States,New Mexico,San Juan,36.701111,-108.295833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,"40 ft below the Wasatch Conglomerate, uppermost part of formation",,,,terrestrial indet.,,,,,,,,
62535,ETE,M. Carrano,,?,Deinodon,,,1,specimens,18036,,18036,United States,New Mexico,San Juan,36.333889,-108.082778,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,20 ft below the conglomerate,,,,terrestrial indet.,,,,,,,,
62535,ETE,M. Carrano,Hadrosauridae,,Kritosaurus,,,1,specimens,12319,,18036,United States,New Mexico,San Juan,36.333889,-108.082778,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,20 ft below the conglomerate,,,,terrestrial indet.,,,,,,,,
62535,ETE,M. Carrano,Ankylosauridae,?,Ankylosaurus,,Ankylosauridae,1,specimens,15088,18036,18036,United States,New Mexico,San Juan,36.333889,-108.082778,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,20 ft below the conglomerate,,,,terrestrial indet.,,,,,,,,
62548,ETE,M. Carrano,Ceratopsidae,,Ceratops,,,1,specimens,18055,,18055,United States,New Mexico,San Juan,36.1693,-107.9058,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,75 ft above base of formation,,,,terrestrial indet.,,,,,,,,
62549,ETE,M. Carrano,Ceratopsidae,,Pentaceratops,,Ceratops,1,specimens,15088,18055,18055,United States,New Mexico,San Juan,36.1693,-107.9058,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.8,71.6,71.7,,Kirtland,,75 ft above base of formation,,,,terrestrial indet.,,,,,,,,
64094,ETE,M. Carrano,Ceratopsidae,?,Pentaceratops,,,1,specimens,18513,,18513,United States,New Mexico,San Juan,36.1861,-107.8892,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.8,71.6,71.7,,Kirtland,,,,,,terrestrial indet.,,,,,,,,
76105,ETE,M. Carrano,Dromaeosauridae,,Saurornitholestes,,,1,specimens,25803,,25803,United States,New Mexico,San Juan,36.3148,-108.842,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""late Kirtlandian""",,,,terrestrial indet.,,,,,,,,
76106,ETE,M. Carrano,Dromaeosauridae,,Saurornitholestes,,,1,specimens,25803,,25803,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""Kirtlandian""",,,,terrestrial indet.,,,,,,,,
76107,ETE,M. Carrano,Dromaeosauridae,,Saurornitholestes,,,1,specimens,25803,,25803,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""Kirtlandian""",,,,terrestrial indet.,,,,,,,,
76107,ETE,M. Carrano,Ankylosauridae,,Nodocephalosaurus,,,1,specimens,25980,,25803,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""Kirtlandian""",,,,terrestrial indet.,,,,,,,,
76753,PaleoDB,M. Carrano,Hadrosauridae,n. gen.,Anasazisaurus,,,1,individuals,1965,,1965,United States,New Mexico,San Juan,36.1548,-107.8166,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Farmington,"Kirtlandian, ""a little older than 73 Ma"" - member assignment is disputed.",,,,terrestrial indet.,,,,,,,,
76761,PaleoDB,M. Carrano,Ankylosauridae,,Nodocephalosaurus,,,1,specimens,25980,,25980,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
76762,ETE,M. Carrano,Ankylosauridae,,Nodocephalosaurus,,,1,specimens,25980,,25980,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""Kirtlandian""",,,,terrestrial indet.,,,,,,,,
76763,ETE,M. Carrano,Ankylosauridae,,Nodocephalosaurus,,,2,specimens,25980,,25980,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"""Kirtlandian""",,,,terrestrial indet.,,,,,,,,
96813,ETE,M. Carrano,,,Bistahieversor,,,1,individuals,32137,,32137,United States,New Mexico,,36.2925,-108.549722,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
138835,ETE,M. Carrano,Hadrosauridae,,Parasaurolophus,cf.,Parasaurolophus,1,specimens,55658,44514,44514,United States,New Mexico,San Juan,36.3439,-108.2091,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
144520,PaleoDB,G. Lloyd,Pachycephalosauridae,,Stegoceras,,,1,specimens,46742,,46742,United States,New Mexico,,36.100278,-107.785556,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
154425,,D. Nicholson,,"""",Paronychodon,,,4,specimens,50790,,50161,United States,New Mexico,San Juan,36.29,-108.54,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
154425,,D. Nicholson,,cf.,Paronychodon,,,1,specimens,50790,,50161,United States,New Mexico,San Juan,36.29,-108.54,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
154462,,D. Nicholson,Hadrosauridae,,Kritosaurus,,,1,specimens,55658,,50161,United States,New Mexico,San Juan,36.3,-108.1,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
154639,,D. Nicholson,Hadrosauridae,,Kritosaurus,,,1,specimens,55658,,50161,United States,New Mexico,San Juan,36.3,-108.1,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,,,,,terrestrial indet.,,,,,,,,
156486,,R. Benson,Ankylosauridae,n. gen.,Ahshislepelta,,,1,individuals,51267,,51267,United States,New Mexico,San Juan County,47.6761,-112.9145,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Hunter Wash,"Kirtland Formation (Hunter Wash Member), San Juan Basin, New Mexico; Late Campanian, Late Cretaceous",,,,terrestrial indet.,,,,,,,,
169229,,M. Carrano,Ankylosauridae,n. gen.,Ziapelta,,,1,individuals,55263,,55263,United States,New Mexico,San Juan,36.3439,-108.2091,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"low in member, ca. 12 m below Ash H",,,,terrestrial indet.,,,,,,,,
171027,,M. Carrano,Hadrosauridae,,Kritosaurus,,,1,specimens,55658,,55658,United States,New Mexico,San Juan,36.343889,-108.101944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
171027,,M. Carrano,Hadrosauridae,cf.,Kritosaurus,,,1,specimens,55658,,55658,United States,New Mexico,San Juan,36.343889,-108.101944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
171030,,M. Carrano,Hadrosauridae,,Parasaurolophus,,,2,individuals,55658,,55658,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
171030,,M. Carrano,Hadrosauridae,,Parasaurolophus,,,1,specimens,55658,,55658,United States,New Mexico,San Juan,36.343611,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
171031,,M. Carrano,Hadrosauridae,,Kritosaurus,,,1,specimens,55658,,55658,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
171031,,M. Carrano,Hadrosauridae,cf.,Kritosaurus,,,1,specimens,55658,,55658,United States,New Mexico,San Juan,36.343889,-108.084167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,,,,,terrestrial indet.,,,,,,,,
27031,PaleoDB,M. Carrano,,,Hypsilophodon,,Dinosauria,1,specimens,7478,53329,53329,United States,South Dakota,Meade,44.301111,-103.388611,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,,125.45,112.6,119.025,,Lakota,,"38 m above top of Morrison. Age listed as ""?Aptian sensu Cobbin and Reeside 1952""",,,,terrestrial indet.,,,,,,,,
47344,ETE,M. Carrano,,,Osmakasaurus,,Camptosaurus,1,specimens,7478,,7478,United States,South Dakota,Fall River,43.4416,-103.391,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,,Lakota,,1 m above base of formation,,,,terrestrial indet.,,,,,,,,
47345,ETE,M. Carrano,,,Osmakasaurus,,Camptosaurus,1,individuals,13449,,17162,United States,South Dakota,Custer,43.508889,-103.336944,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,,Lakota,Chilson,,,,,terrestrial indet.,,,,,,,,
47345,ETE,M. Carrano,Nodosauridae,,Hoplitosaurus,,Stegosaurus,1,individuals,17162,,17162,United States,South Dakota,Custer,43.508889,-103.336944,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,,Lakota,Chilson,,,,,terrestrial indet.,,,,,,,,
49375,ETE,M. Carrano,,,Dakotadon,,Iguanodontidae,1,individuals,13187,54024,54024,United States,South Dakota,Lawrence,44.4747,-103.621,Cretaceous,Early/Lower Cretaceous,,Valanginian,Cretaceous 1,Valanginian,,140.2,136.4,138.3,,Lakota,Chilson,,,,,terrestrial indet.,,,,,,,,
34747,PaleoDB,M. Carrano,Leptoceratopsidae,,Leptoceratops,,,1,individuals,9234,,9234,United States,Wyoming,Park,44.9499,-108.8732,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,,70.6,66.043,68.3215,,Lance,,"described as ""Lance"" because it is near the top of the undivided ""Lance-Meteetsee"" beds in this region, just below beds with Paleocene mammal fossils. May not be true Lance Fm. but only its equivalent.","""near the top of a series of bedded mudstones and below more prominent overhanging sandstone ledges.""",,,terrestrial indet.,,,,,,,,
