collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
14491,Fossilworks,J. Alroy,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,2602,United States,Montana,Hill,48.9333,-110.5833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,76.8,75.3,76.05,Montana,Judith River,,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14492,Fossilworks,J. Alroy,Tyrannosauridae,,Albertosaurus,,,1,specimens,13103,,2602,United States,Montana,Hill,48.9333,-110.5833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,72.5,76.5,Montana,Judith River,,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14492,Fossilworks,J. Alroy,Ankylosauridae,,Euoplocephalus,,,3,specimens,13103,,2602,United States,Montana,Hill,48.9333,-110.5833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,72.5,76.5,Montana,Judith River,,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14494,Fossilworks,J. Alroy,Nodosauridae,,Panoplosaurus,,,,,3313,,3313,Canada,Saskatchewan,,49.1,-109.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,80.3,80.4,Montana,Judith River,Coal Ridge,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14494,Fossilworks,J. Alroy,Tyrannosauridae,,Albertosaurus,,,,,3313,,3313,Canada,Saskatchewan,,49.1,-109.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,80.3,80.4,Montana,Judith River,Coal Ridge,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14494,Fossilworks,J. Alroy,Troodontidae,,Troodon,,,,,3313,,3313,Canada,Saskatchewan,,49.1,-109.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,80.3,80.4,Montana,Judith River,Coal Ridge,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14494,Fossilworks,J. Alroy,Nodosauridae,,Edmontonia,,,,,3313,,3313,Canada,Saskatchewan,,49.1,-109.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,80.3,80.4,Montana,Judith River,Coal Ridge,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
14494,Fossilworks,J. Alroy,Pachycephalosauridae,,Stegoceras,,,,,3313,,3313,Canada,Saskatchewan,,49.1,-109.5,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.5,80.3,80.4,Montana,Judith River,Coal Ridge,Judithian based on fauna,,,,terrestrial indet.,,,,,,,,
26779,PaleoDB,M. Carrano,Hadrosauridae,,Brachylophosaurus,,Brachylophosaurus,1,individuals,7405,,7405,United States,Montana,Hill,48.95,-110.616667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,"""approximate middle"" of Judith River Formation, approximately 15 m above coal bed ""assumed to be equivalen to top of the 'Foremost Formation' of Alberta.""","""alternating greenish-brown mudstones and grey-to-tan fluted sandstones (Goodwin, pers. comm.). Thin carbonaceous sandstones and shales occasionally occur a the bases of the massive fluted sandstones.","brown,green","flute casts,gray,yellow",terrestrial indet.,,,,,,,,
26779,PaleoDB,M. Carrano,Ceratopsidae,n. gen.,Judiceratops,,,,,46503,,7405,United States,Montana,Hill,48.95,-110.616667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,"""approximate middle"" of Judith River Formation, approximately 15 m above coal bed ""assumed to be equivalen to top of the 'Foremost Formation' of Alberta.""","""alternating greenish-brown mudstones and grey-to-tan fluted sandstones (Goodwin, pers. comm.). Thin carbonaceous sandstones and shales occasionally occur a the bases of the massive fluted sandstones.","brown,green","flute casts,gray,yellow",terrestrial indet.,,,,,,,,
46121,ETE,M. Carrano,Ceratopsidae,,Monoclonius,,,1,specimens,9274,,15650,United States,Montana,Chouteau,47.740278,-109.619167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,second bed of lignite above lower sandstone bed; probably McLelland Ferry Mbr.,"""second bed of lignite above the lower bed of sandstone""",,,terrestrial indet.,,,,,,,,
46121,ETE,M. Carrano,Hadrosauridae,,Diclonius,,,1,specimens,17576,,15650,United States,Montana,Chouteau,47.740278,-109.619167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,second bed of lignite above lower sandstone bed; probably McLelland Ferry Mbr.,"""second bed of lignite above the lower bed of sandstone""",,,terrestrial indet.,,,,,,,,
46121,ETE,M. Carrano,Ceratopsidae,n. gen.,Monoclonius,,,,,15650,,15650,United States,Montana,Chouteau,47.740278,-109.619167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,second bed of lignite above lower sandstone bed; probably McLelland Ferry Mbr.,"""second bed of lignite above the lower bed of sandstone""",,,terrestrial indet.,,,,,,,,
46122,PaleoDB,M. Carrano,Ceratopsidae,,Monoclonius,,,1,individuals,9274,,9274,United States,Montana,Blaine,47.772222,-108.946944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
46123,ETE,M. Carrano,Ceratopsidae,n. gen.,Ceratops,,,1,individuals,12249,,12249,United States,Montana,Blaine,47.898611,-109,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,Coal Ridge,near top of Judith River beds,,,,terrestrial indet.,,,,,,,,
46124,ETE,M. Carrano,Hadrosauridae,,Hadrosaurus,,,1,individuals,10620,,12304,United States,Montana,Fergus,47.735833,-109.617778,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,Coal Ridge,"upper Judith River beds, probably Coal Ridge Member",,,,terrestrial indet.,,,,,,,,
48620,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,24421,,24421,United States,Montana,Blaine,47.775654,-109.378008,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
49001,ETE,M. Carrano,Ornithomimidae,,Ornithomimus,,,1,individuals,12250,,12250,United States,Montana,Blaine,47.76587,-108.948542,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,"1500-1600 feet below top of formation, 500-600 feet below level of Ceratops",,,,terrestrial indet.,,,,,,,,
50825,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,13582,United States,Montana,Hill,48.9667,-110.55,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,75.5,75.3,75.4,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50826,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,13582,United States,Montana,Liberty,48.9667,-110.9333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,76.8,75.3,76.05,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50827,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,13582,United States,Montana,Hill,48.9333,-110.5833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,75.5,75.3,75.4,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50828,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,13582,United States,Montana,Hill,48.9333,-110.5833,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50829,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,Ornatotholus,1,specimens,13582,,13582,United States,Montana,Hill,48.95,-110.6167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50830,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,Pachycephalosauridae,1,specimens,14450,13582,13582,United States,Montana,Hill,48.9833,-110.45,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
50906,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,,,1487,,1487,United States,Montana,Wheatland,46.2,-109.9,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,"""channel""",,,,,,,,
50907,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,13752,,1487,United States,Montana,Wheatland,46.4,-109.663333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,crevasse splay,,,,,,,,
50907,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,,,1487,,1487,United States,Montana,Wheatland,46.4,-109.663333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,crevasse splay,,,,,,,,
50907,ETE,M. Carrano,Ceratopsidae,cf.,Chasmosaurus,,,,,1487,,1487,United States,Montana,Wheatland,46.4,-109.663333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,crevasse splay,,,,,,,,
50909,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,,,,1487,,1487,United States,Montana,Golden Valley,46.1,-109.11,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,crevasse splay,,,,,,,,
51682,ETE,M. Carrano,Dromaeosauridae,,Dromaeosaurus,,,1,specimens,13752,,13752,United States,Montana,Wheatland,46.435556,-109.833611,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,80.9,73.3,77.1,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
55274,ETE,M. Carrano,Ceratopsidae,n. gen.,Spiclypeus,,,1,individuals,59188,,59188,United States,Montana,Fergus,47.527,-109.4978,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Montana,Judith River,Coal Ridge,unclear whether these beds represent the Lisangou Fm. or the Xipongnaobao Fm.,"""a mudstone, with abundant plant fragments throughout, and a siderite nodule zone at the top.""",sideritic,,crevasse splay,"""an overbank deposit in a floodplain environment""",,,,,,,
58156,ETE,M. Carrano,Tyrannosauridae,,Gorgosaurus,,Laelaps,,,15650,,17576,United States,Montana,Blaine,47.7722088,-108.947665,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
58156,ETE,M. Carrano,Hadrosauridae,n. gen.,Pteropelyx,,Diclonius,1,individuals,15681,17576,17576,United States,Montana,Blaine,47.7722088,-108.947665,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
59217,ETE,M. Carrano,Ankylosauridae,,Euoplocephalus,?,Euoplocephalus,1,specimens,46759,33225,62883,United States,Montana,Fergus,43.636111,-109.353056,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
60518,ETE,M. Carrano,Troodontidae,,Troodon,,,1,specimens,33366,,33366,United States,Montana,Hill,48.538409,-109.814913,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
61452,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,,1,specimens,13582,,13582,United States,Montana,Wheatland,46.242222,-109.591667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,76.8,75.3,76.05,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
64643,ETE,M. Carrano,Troodontidae,?,Troodon,,,1,specimens,12773,,12773,United States,Montana,Blaine,47.772222,-108.946944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
69152,ETE,M. Carrano,Ceratopsidae,n. gen.,Medusaceratops,,,12,specimens,33792,,19936,United States,Montana,Hill,48.945167,-110.562073,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,approx. 77.5 Ma,,,,terrestrial indet.,,,,,,,,
69152,ETE,M. Carrano,Ceratopsidae,,Albertaceratops,,Styracosaurus,,,19935,19936,19936,United States,Montana,Hill,48.945167,-110.562073,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,approx. 77.5 Ma,,,,terrestrial indet.,,,,,,,,
69213,ETE,M. Carrano,Hadrosauridae,n. gen.,Trachodon,,,5,specimens,13002,,13002,United States,Montana,Fergus,47.718711,-109.636549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
69213,ETE,M. Carrano,,n. gen.,Deinodon,,,10,specimens,13002,,13002,United States,Montana,Fergus,47.718711,-109.636549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
69213,ETE,M. Carrano,,n. gen.,Palaeoscincus,,,5,specimens,13002,,13002,United States,Montana,Fergus,47.718711,-109.636549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
69213,ETE,M. Carrano,Troodontidae,n. gen.,Troodon,,,1,specimens,13002,,13002,United States,Montana,Fergus,47.718711,-109.636549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
69624,ETE,M. Carrano,Tyrannosauridae,?,Tyrannosaurus,,Tyrannosauridae,1,individuals,23361,46207,46207,United States,Montana,Fergus,47.398056,-109.651111,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
73891,ETE,M. Carrano,Hadrosauridae,,Brachylophosaurus,,,1,individuals,14804,,14804,United States,Montana,Phillips,48.596293,-107.895041,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,McClelland Ferry,"middle of formation, in fluvial section of formation","""within a partially exposed sandstone lens...there are poorly defined crossbeds and discontinuities...The sandstone...consists primarily of well-sorted, subrounded, and poorly cemented fine sand...The specimen is encased in large carbonate concretions.""","lenticular,""cross stratification"",fine,concretionary,yellow",,channel lag,"""preserved in a point bar sequence, with the clasts representing channel lag and the discontinuities as fluctuating water volume""",,,,,,,
75030,Fossilworks,J. Alroy,Tyrannosauridae,,Albertosaurus,,,,,25308,,25308,Canada,Saskatchewan,,50.5,-107.833333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,"""at the base of exposures...approximately 3 m in thickness""","""soft, grey sandstone""",gray,,coastal indet.,"""nearshore environment""",,,,,,,
142328,PaleoDB,M. Carrano,Ornithomimidae,,Ornithomimus,,,1,specimens,46207,,12319,United States,Montana,Hill,48.614562,-109.675481,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,"""Belly River"" near Havre = Judith River",,,,terrestrial indet.,,,,,,,,
142495,PaleoDB,M. Carrano,Hadrosauridae,,Hadrosaurus,,,1,specimens,10620,,10620,United States,Montana,Chouteau,47.943114,-109.665065,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
142510,ETE,M. Carrano,Hadrosauridae,,Kritosaurus,,,1,specimens,12319,,53185,United States,Montana,Wheatland,46.282471,-109.510087,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Montana,Judith River,,,,,,terrestrial indet.,,,,,,,,
156538,,P. Mannion,Ceratopsidae,n. gen.,Mercuriceratops,,,1,specimens,51303,,51303,United States,Montana,Fergus,47.718711,-109.636549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Montana,Judith River,Coal Ridge,,,,,terrestrial indet.,,,,,,,,
167804,,M. Carrano,Hadrosauridae,,Brachylophosaurus,,,1,individuals,54856,,54856,United States,Montana,Phillips,48.572339,-107.738239,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,,84.9,70.6,77.75,Montana,Judith River,,lower portions of formation,"""loosely consolidated, fine-grained sandstone containing some clay clasts and some laminates of carbonaceous plant material""",fine,,fluvial indet.,Meandering River,"Varied depositional circumstances including an ""onlap condition with in an encroachment of ocean onto a gently sloping coastal plain"" and ""nearshore, freshwater and tidal brackish-water streamthat flowed across the marine shale after a slight regression of the sea""",,,,,,
52060,ETE,M. Carrano,Hadrosauridae,,Parasaurolophus,,Parasaurolophus,1,specimens,14858,13948,13948,United States,Utah,Garfield,37.6777,-111.7775,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,Within the lower third of the Kaiparowits Formation. This unit lies beneath the Eocene Wasatch Formation and above the lower Campanian Wahweap Formation.,Fluvial channel and deltaic sanstone.,,,fluvial indet.,,"Varied depositional circumstances including an ""onlap condition with in an encroachment of ocean onto a gently sloping coastal plain"" and ""nearshore, freshwater and tidal brackish-water streamthat flowed across the marine shale after a slight regression of the sea""",,,,,,
58520,ETE,M. Carrano,Caenagnathidae,n. gen.,Hagryphus,,Caenagnathidae,1,individuals,16600,23468,23468,United States,Utah,Garfield,37.647072,-111.862357,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,"""isolated remnant of a fine-grained standstone channel deposit""",fine,,"""channel""",,"Varied depositional circumstances including an ""onlap condition with in an encroachment of ocean onto a gently sloping coastal plain"" and ""nearshore, freshwater and tidal brackish-water streamthat flowed across the marine shale after a slight regression of the sea""",,,,,,
70276,PaleoDB,M. Carrano,Ornithomimidae,,Ornithomimus,,Ornithomimus,1,individuals,60140,23593,23593,United States,Utah,,37.6313,-111.8569,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,"""intercalated sandstones and mudstones""",,,terrestrial indet.,,,,,,,,
75467,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,,,1,specimens,25465,,25465,United States,Utah,Garfield,37.637222,-111.859167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,middle part of formation,,,,channel lag,"""point bar deposit""",,,,,,,
97803,PaleoDB,M. Carrano,Ceratopsidae,n. gen.,Nasutoceratops,,Centrosaurinae,1,individuals,47615,33796,33796,United States,Utah,Kane,37.529841,-111.762487,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,"""channel sandstone facies""",,,"""channel""",,,,,,,,
131868,PaleoDB,G. Lloyd,Ceratopsidae,n. gen.,Kosmoceratops,,,2,specimens,42508,,42508,United States,Utah,Garfield,37.624815,-111.856479,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,,,,terrestrial indet.,,,,,,,,
131868,PaleoDB,G. Lloyd,Ceratopsidae,n. gen.,Utahceratops,,,11,specimens,42508,,42508,United States,Utah,Garfield,37.624815,-111.856479,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,,,,terrestrial indet.,,,,,,,,
131870,PaleoDB,G. Lloyd,Troodontidae,n. gen.,Talos,,,1,specimens,42510,,42510,United States,Utah,Garfield,37.647072,-111.862357,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,,"""a light greenish gray siltstone/fine sandstone unit""","fine,gray,green",,crevasse splay,"""overbank or possibly crevasse splay""",,,,,,,
137833,PaleoDB,R. Benson,Tyrannosauridae,n. gen.,Teratophoneus,,,1,individuals,35113,,35113,United States,Utah,Garfield,37.451608,-111.531956,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,Upper Campanian Kaiparowits Formation    Horizon—Upper portion of the middle unit of the Kaiparowits Formation, 17 m above an ash bed tentatively correlated to ash KBC-109, which has been dated to 75.51± 0.15 Ma,,,,,,,,,,
155992,,G. Lloyd,Tyrannosauridae,,Teratophoneus,,,2,specimens,51074,,51074,United States,Utah,,37.493056,-111.735556,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,76.46,75.51,75.985,,Kaiparowits,Lower Middle,,,,,terrestrial indet.,,,,,,,,
172613,,M. Carrano,Hadrosauridae,,Gryposaurus,,,1,specimens,56075,,56075,United States,Utah,Garfield,37.666667,-111.733333,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kaiparowits,,"Upper portion of the middle unit of the Kaiparowits Formation, ca. 150 m above type locality for Gryposaurus monumentensis.","""a thick, cross-bedded channel sandstone""","massive,""cross stratification""",,coarse channel fill,,,,,,,,
34828,PaleoDB,M. Carrano,Ceratopsidae,,Pentaceratops,,,1,individuals,9303,,9303,United States,New Mexico,San Juan,36.3148,-108.842,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.8,71.6,71.7,,Kirtland,,,"""gray shales with interbedded lenses of sandstone and mudstone""",gray,,terrestrial indet.,,,,,,,,
35518,PaleoDB,M. Carrano,Hadrosauridae,n. gen.,Kritosaurus,,Hadrosauridae,1,individuals,9596,53333,63664,United States,New Mexico,San Juan,36.269444,-108.166944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,De-na-zin,"Called ""Ojo Alamo Beds"" originally.","""conglomerate composed of red, gray, yellow, and white pebbles...Below the conglomerate is a series of shales and sandstones evenly stratified and usually horizontal, in which there is much less cross-bedding than commonly occurs in the Laramie Formation...The shales...I shall designate as the Ojo Alamo Beds...Most of this [fossil] material was chalcedonized.""",,"""cross stratification""",terrestrial indet.,,,,,,,,
36269,Fossilworks,J. Alroy,Tyrannosauridae,aff.,Albertosaurus,,,,,9737,,59350,United States,New Mexico,San Juan,36.269444,-108.166944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,78.4,78.2,78.3,,Kirtland,De-na-zin,lower part of De-na-zin member,none given,,,terrestrial indet.,,,,,,,,
36269,Fossilworks,J. Alroy,Dromaeosauridae,cf.,Saurornitholestes,,,,,9737,,59350,United States,New Mexico,San Juan,36.269444,-108.166944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,78.4,78.2,78.3,,Kirtland,De-na-zin,lower part of De-na-zin member,none given,,,terrestrial indet.,,,,,,,,
36269,Fossilworks,J. Alroy,Hadrosauridae,n. gen.,Naashoibitosaurus,,Edmontosaurus,1,individuals,1965,59350,59350,United States,New Mexico,San Juan,36.269444,-108.166944,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,78.4,78.2,78.3,,Kirtland,De-na-zin,lower part of De-na-zin member,none given,,,terrestrial indet.,,,,,,,,
39231,ETE,M. Carrano,Ceratopsidae,,Pentaceratops,,Pentaceratops,2,individuals,18513,,18513,United States,New Mexico,San Juan,36.1861,-107.8892,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,71.8,71.6,71.7,,Kirtland,,,,,,terrestrial indet.,,,,,,,,
46995,ETE,M. Carrano,,cf.,Struthiomimus,,,1,specimens,12486,,12486,United States,New Mexico,San Juan,36.1548,-107.9236,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,"""lower part"" of formation",,,,terrestrial indet.,,,,,,,,
47009,ETE,M. Carrano,,cf.,Struthiomimus,,,1,specimens,12486,,12486,United States,New Mexico,San Juan,36.2857,-108.1021,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,Farmington,,,,,terrestrial indet.,,,,,,,,
47013,ETE,M. Carrano,,cf.,Struthiomimus,,,1,specimens,12486,,12486,United States,New Mexico,San Juan,36.3002,-108.1913,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,,Kirtland,,"""lower shale"" of formation",,,,terrestrial indet.,,,,,,,,
